Taxon_FA,Genera,PhAname,Endemicity,non.endemic,SEN,Taxon,Familie,SIN,FAN,FHN,ZWN,WSN,ZDSF,T,Tv,K,Kv,L,Lv,F,Fv,W,R,Rv,N,Nv,S,M,H,Hv,D,Dv,LF,BD,WT,RO,KS,DA,VA,FS,MA,BZ,BZ.S,BZ.D,BS,MV,SU,DG,GI,GV,LR,EG,AE,EM,VE,CH,JU,JU1,JU2,MP,MP1,MP2,NA.,NA1,NA2,WA,EA,SA,SA1,SA2,SA3,PS,PS1,PS1_txt,PS2,PS2_txt,PS3,PS3_txt,BL,SL,TB,
Drosera_intermedia,Drosera,Drosera intermedia,0,1,2016,Drosera intermedia,Droseraceae,142100,47.1.4,519,1445,610,ZDSF,3.5,I,2,I,4,I,5,I,2,2,I,1,I,,,5,I,1,I,h.ff,t,1,Rs,sss,Me,Sw,cl zw,,07-ao_t,7 8,2,au (my),-,,1,mg h,B3a,5.1 5.2,5,I,1,,EN,EN,EN,-,EN,-,EN,EN,-,EN,-,CR,EN,EN,EN,-,7.211,7.211,Rhynchosporion albae,NA,,,,,139,,
Dryopteris_carthusiana,Dryopteris,Dryopteris carthusiana,0,1,2025,Dryopteris carthusiana,Polypodiaceae,143100,7.20.9,47,27,72,ZDSF,3,II,3,I,2,II,3.5,II,3,1,II,2,I,,,5,I,1,I,h,t,1,Rh,ccs,Me,Kv,mo,,07-ao_t,7 8,2,,1,,3,mg,B,5.1 7.1 8.1 9.2,1,I,1,<,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,14.7 14.312 14.413,14.7,Carpino-Fagetea,14.312,Piceion excelsae,14.413,Luzulo-Fagion,,,,
Dryopteris_remota,Dryopteris,Dryopteris remota,0,1,2028,Dryopteris remota,Polypodiaceae,143700,7.20.8,48,-,-,ZDSF,2.5,I,2,I,2,II,3.5,I,3,2,I,3,I,,,5,I,1,I,h,t,1,Rh,ccs,Me,Kv,oa,,07-ao_t,7 8,2,,1,,3,mg,D3,9.1 9.2,1,I,1,=,LC,LC,LC,LC,VU,EN,VU,NT,NT,NT,DD,LC,LC,LC,DD,DD,14.7,NA,,NA,,14.7,Carpino-Fagetea,,729,,
Erophila_spathulata,Erophila,Erophila spathulata,0,1,2218,Erophila glabrescens,Brassicaceae,-,-,-,-,-,,4,II,3,II,4,I,3,II,3,3,I,3,I,,,3,II,1,I,t,v,1,-,rrr,Bo,Kv,sb zw,,02-avr,2 3 4,3,au,-,,3,e,D3,2.1 2.2 3.1 6.2,-,Jn,3,<,,,,,,,,,,,,,,,,,4.1?,NA,,NA,,4.1?,Koelerio-Corynephoretea?,,,,
Festuca_altissima,Festuca,Festuca altissima,0,1,2360,Festuca altissima,Poaceae,165800,139.1.3,2638,337,2171,ZDSF,2.5,I,2,I,2,II,3.5,I,2,2,I,3,I,,m,5,I,1,I,h,w,1,Rs,ccs,Me,Ho Sr,zw,,05-ao_t,5 6 7 8,4,an,-,,4,e,B4c,9.1 9.2,1,I,1,=,LC,LC,LC,-,LC,LC,NT,LC,LC,LC,LC,LC,LC,LC,-,-,14.731 14.73501 14.3122,14.731,Fagion sylvaticae,14.73501,Phyllitido-Aceretum,14.3122,Abieti-Piceenion,,,,
Festuca_gigantea,Festuca,Festuca gigantea,0,1,2363,Festuca gigantea,Poaceae,167400,139.1.5,2637,334,2172,ZDSF,3.5,I,3,I,2,II,4,I,3,3,II,3,I,,m,5,I,1,I,h,t,1,Rs,crs,Me,Ho Sr,zw,,07-sept,7 8 9,3,an,1,,2,e,B6,2.5 2.6 4.2 9.2,1,I,2,=,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,14.721 14.722 14.731,14.721,Alnion incanae,14.722,Fraxinion excelsioris,14.731,Fagion sylvaticae,,,,
Galium_palustre,Galium,Galium palustre,0,1,2561,Galium palustre,Rubiaceae,179400,119.4.8,1947,2787,1611,ZDSF,3,I,3,I,3,II,4,I,2,3,II,2,I,,m,5,I,1,I,g,w,1,Rs,crs,Hy,Kt,zw,,05-ao_t,5 6 7 8,4,,2,,3,,B6b,1.3 6.3,5,I/N,3,*,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,NT,-,-,6.112 11.231 14.722,6.112,Magnocaricion,11.231,Molinion,14.722,Fraxinion excelsioris,,,,
Galium_rotundifolium,Galium,Galium rotundifolium,0,1,2573,Galium rotundifolium,Rubiaceae,179900,119.4.1,1945,2782,1605,ZDSF,3,I,3,I,1,I,3,I,1,2,I,2,I,,m,5,I,1,I,g,w,1,Rs,ccs,Ep,Au,zw,p5,05-juil,5 6 7,3,en,-,,3,,B6b,2.6 9.1 9.2,1,I,1,<,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,NT,VU,NT,-,14.731 14.312,14.731,Fagion sylvaticae,14.312,Piceion excelsae,,,,,,
Galium_uliginosum,Galium,Galium uliginosum,0,1,2590,Galium uliginosum,Rubiaceae,180700,119.4.6,1946,2790,1610,ZDSF,3,I,3,I,3,II,4,II,2,3,I,3,I,,,5,I,1,I,g,s,1,Rs,css,Ep En,Ao Sr,zw,,05-sept,5 6 7 8 9,5,au my,3,,2,,D3,1.4 5.1 6.3,5,I,2,*,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,VU,NT,VU,VU,VU,RE,11.23,11.23,Molinietalia caeruleae,NA,,,,,,,
Gentiana_amarella,Gentiana,Gentiana amarella,0,1,2630,Gentiana amarella,Gentianaceae,182400,98.4.31,1531,2392,1303,ZDSF,2.5,I,3,I,4,I,2,I,2,4,II,2,I,,,3,I,1,I,k-t,w,1,-,crs,Bo En,Kv,zw,,07-oct,7 8 9 10,4,au me,1,,3,,B4b,5.1 6.3 6.4 6.5,6,I,2,,EN,-,-,-,-,-,-,-,-,-,-,EN,-,-,-,-,11.231,NA,,NA,,11.231,Molinion,,,,
Gentiana_bavarica,Gentiana,Gentiana bavarica,1,0,2657,Gentiana bavarica,Gentianaceae,182900,98.4.21,1522,2380,1296,ZDSF,1.5,II,2,I,4,I,4,I,3,3,I,2,I,,,3,II,1,I,c,w,1,Rs,css,Bo,Au,zw,d,07-ao_t,7 8,2,sp,2,,2,,F1,3.3 4.1 5.1 6.6,2,I,1,=,LC,-,-,-,-,-,-,LC,LC,LC,LC,LC,LC,LC,LC,LC,10.211 11.244 3.321,10.211,Seslerion caeruleae,11.244,Poion alpinae,3.321,Arabidion caeruleae,,,,
Gentiana_campestris,Gentiana,Gentiana campestris,0,1,2622,Gentiana campestris,Gentianaceae,183200,98.4.30.1,1529,2386,1302,ZDSF,2,I,3,I,4,I,3,I,2,3,II,2,I,s,,3,I,1,I,k-t,s w,1,-,crs,Bo En,Kv,zw,p1,07-oct,7 8 9 10,4,,2,,2,,D5,6.3 6.4 6.5 7.1,2,I,2,*,LC,LC,LC,EN,RE,RE,RE,LC,LC,LC,LC,LC,LC,NT,LC,LC,10.412 11.244 12.211,10.412,Nardion strictae,11.244,Poion alpinae,12.211,Genistion,,,,
Gentiana_ciliata,Gentiana,Gentiana ciliata,0,1,2623,Gentiana ciliata,Gentianaceae,183400,98.4.29,1527,2383,1301,ZDSF,3,II,3,I,3,II,3,I,3,4,I,2,I,,,1,I,1,II,g-t,s,1,-,crs,Bo,Ws,zw,,08-oct,8 9 10,3,me (au) (le),1,,1,,E1,3.3 6.2 6.5 7.1,3,I,2,*,LC,LC,LC,VU,VU,VU,VU,LC,LC,LC,LC,LC,NT,NT,NT,NT,9.135 10.211,9.135,Mesobromion,10.211,Seslerion caeruleae,,,,,,
Gentiana_insubrica,Gentiana,Gentiana insubrica,1,0,2636,Gentiana insubrica,Gentianaceae,183900,98.4.37,1532,2389,1307,ZDSF,2.5,I,2,I,4,I,2.5,I,2,4,I,2,I,,,3,I,1,I,k-t,w,1,-,crs,Bo En,Kv,zw,p1,06-sept,6 7 8 9,4,,2,,3,,F3b,6.2 6.7 7.4,1,I,2,,VU,-,-,-,-,-,-,-,-,-,-,-,VU,VU,-,-,9.135,NA,,NA,,9.135,Mesobromion,,,,
Gentiana_ramosa,Gentiana,Gentiana ramosa,1,0,2640,Gentiana ramosa,Gentianaceae,185000,98.4.32,1530,2390,1304,ZDSF,1.5,I,4,I,4,I,2.5,I,1,2,I,2,I,,,3,I,1,I,k-t,w,1,-,crs,Bo En,Kv,zw,,07-sept,7 8 9,3,,2,,3,,F6,6.5 7.1,2,I,2,=,LC,-,-,-,-,-,-,NT,NT,NT,LC,LC,LC,LC,LC,LC,10.411 10.421,10.411,Caricion curvulae,10.421,Festucion variae,,,,,,
Gentiana_rostanii,Gentiana,Gentiana rostanii,1,0,2662,Gentiana rostanii,Gentianaceae,-,98.4.22,-,2376,-,,1.5,I,3,I,4,I,3,I,2,3,I,2,I,,,1,I,1,I,c,w,1,Rs,css,Bo,Au,zw,,07-ao_t,7 8,2,,-,,2,,F2,4.1 5.1,-,I,1,=,,,,,,,,,,,,,,,,,7.111,NA,,NA,,7.111,Cardamino-Montion,,,,
Gentiana_verna,Gentiana,Gentiana verna,0,1,2666,Gentiana verna,Gentianaceae,185400,98.4.17.1,1521,2375,1293,ZDSF,2.5,II,3,I,4,I,3,I,3,4,II,2,I,,,3,I,1,I,h,w,1,Rs,crs,Bo,Au,zw,d,04-juin,4 5 6,3,sp,2,,2,,E1,5.1 6.2 6.3 6.5,2,I,2,*,LC,LC,LC,EN,EN,EN,EN,LC,LC,LC,LC,LC,LC,LC,LC,LC,10.211 11.231 10.311,10.211,Seslerion caeruleae,11.231,Molinion,10.311,Oxytropido-Elynion,,,,
Gymnadenia_conopsea,Gymnadenia,Gymnadenia conopsea,0,1,2751,Gymnadenia conopsea,Orchidaceae,193200,-,-,-,2536,ZDSF,3.5,II,3,I,4,I,3,II,3,4,I,2,I,,,5,I,1,I,g,s,1,Wk,crs,Me,Bz,zw,,05-juin,5 6,2,,2,,1,,B4b,5.1 6.2 6.3 9.1,5,I,2,*,LC,LC,LC,LC,LC,NT,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,11.23 10.21 14.2112,11.23,Molinietalia caeruleae,10.21,Seslerietalia caeruleae,14.2112,Molinio-Pinenion,,711,775,
Gymnadenia_odoratissima,Gymnadenia,Gymnadenia odoratissima,0,1,2753,Gymnadenia odoratissima,Orchidaceae,193300,148.13.2,2958,757,2537,ZDSF,3,II,4,I,4,I,2.5,II,3,5,I,2,I,,,3,II,1,II,g,s,1,Wk,crs,Me,Bz,zw,,06-juil,6 7,2,ph,2,,1,,D3,3.3 4.1 6.5 8.2,1,I,2,*,LC,NT,NT,NT,NT,EN,NT,LC,LC,LC,VU,LC,VU,VU,-,VU,10.21 7.23 14.2111,10.21,Seslerietalia caeruleae,7.23,Caricetalia davallianae,14.2111,Erico-Pinenion,,,,
Gymnocarpium_dryopteris,Gymnocarpium,Gymnocarpium dryopteris,0,1,2754,Gymnocarpium dryopteris,Polypodiaceae,193400,7.16.1,39,18,75,ZDSF,2.5,II,2,I,2,I,3,I,2,2,I,3,I,,m,3,I,1,I,g,s,1,Rs,css,Me,Au,mo,,06-sept,6 7 8 9,4,,-,,2,,E1,3.3 7.2 9.1 9.2,3,I,1,=,LC,LC,LC,NT,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,14.731 14.3122 3.342,14.731,Fagion sylvaticae,14.3122,Abieti-Piceenion,3.342,Allosuro-Athyrion alpestris,,,,
Hierochloe_odorata,Hierochloe,Hierochloe odorata,0,1,2924,Hierochlo� odorata,Poaceae,206100,139.43.2,2793,243,2298,ZDSF,3,I,3,I,4,I,4,I,3,3,II,3,I,s,,5,I,1,I,g,s,1,Rs,ccs,Me,Au,fa zw,,05-juin,5 6,2,an,2,,3,e,B3a,4.2 5.1 6.3 9.2,5,I,2,,EN,EN,EN,-,RE,RE,-,EN,EN,EN,EN,-,-,-,-,-,11.23,NA,,NA,,11.23,Molinietalia caeruleae,c k l,,,
Hippuris_vulgaris,Hippuris,Hippuris vulgaris,0,1,2936,Hippuris vulgaris,Hippuridaceae,206600,109.1.1,1614,2129,1114,ZDSF,3,II,3,I,4,I,5,I,3,4,I,3,I,s,,5,I,1,I,a,t,1,Rh,css,Hy,As Au,zw,d,05-ao_t,5 6 7 8,4,an,-,,3,e,B2,1.1 1.2,4,I,2,/<,NT,NT,NT,VU,VU,VU,VU,VU,VU,VU,EN,EN,EN,EN,-,-,1.31,NA,,NA,,1.31,Potametalia pectinati,,,,
Homogyne_alpina,Homogyne,Homogyne alpina,0,1,2946,Homogyne alpina,Asteraceae,207300,124.43.1,2156,3038,1822,ZDSF,2,I,3,I,3,I,3.5,I,1,2,II,2,I,,m,5,I,1,I,h,i,1,Rh,crs,Me,Ao,ve,r3,05-juil,5 6 7,3,my le,3,,3,,E1,6.5 7.1 8.2 9.1,2,I,2,=,LC,LC,LC,-,VU,VU,VU,LC,LC,LC,LC,LC,LC,LC,LC,LC,10.4 11.244 14.312,10.4,Juncetea trifidi,11.244,Poion alpinae,14.312,Piceion excelsae,,,,
Hydrocotyle_vulgaris,Hydrocotyle,Hydrocotyle vulgaris,0,1,2974,Hydrocotyle vulgaris,Apiaceae,209400,97.1.1,1500,2131,1118,ZDSF,4.5,I,2,I,3,I,4.5,I,3,3,I,2,I,s,,5,I,1,I,h,t,1,Rs,crs,Me Hy,Kt,zw,,06-ao_t,6 7 8,3,au en,2,,4,tg,D3,1.3 1.4 5.1 5.2,5,I,2,,VU,EN,EN,-,VU,VU,VU,EN,EN,CR,-,-,-,-,-,-,7.2,NA,,NA,,7.2,Scheuchzerio-Caricetea fuscae,,,,
Impatiens_noli_tangere,Impatiens,Impatiens noli-tangere,0,1,3038,Impatiens noli-tangere,Balsaminaceae,213700,95.1.1,1393,1991,999,ZDSF,3.5,I,2,I,2,I,4,I,2,4,I,4,I,,m,3,I,1,I,t,s,1,-,ccs,Au,Kv,cl zw,p2,06-sept,6 7 8 9,4,me au,-,,4,mg e,B4c,2.3 2.6 4.2 9.2,1,I,1,=,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,VU,LC,LC,LC,LC,LC,14.722 14.71201 14.735,14.722,Fraxinion excelsioris,14.71201,Salicetum albae,14.735,Tilio-Acerion,,,,
Isoetes_echinospora,Isoetes,Isoetes echinospora,0,1,3077,Iso�tes echinospora,Iso�taceae,216500,3.1.2,12a,88,12,ZDSF,2,II,2,I,3,I,5,I,1,3,I,1,I,,,1,I,1,I,a,w,1,Zw,css,Hy,As,di,,07-sept,7 8 9,3,,-,,3,,B3a,1.1,4,I,1,,RE,-,-,-,RE,-,RE,-,-,-,-,-,RE,RE,-,-,1.412,NA,,NA,,1.412,Littorellion uniflorae,,,,
Isoetes_lacustris,Isoetes,Isoetes lacustris,0,1,3078,Iso�tes lacustris,Iso�taceae,216600,3.1.1,12,89,11,ZDSF,2,II,2,I,3,I,5,I,1,2,II,1,I,,,1,I,1,I,a,w,1,Zw,css,Hy,As,di,,07-sept,7 8 9,3,,-,,3,,B3a,1.1,4,I,1,,VU,-,-,-,-,-,-,-,-,-,VU,VU,VU,VU,-,-,1.412,NA,,NA,,1.412,Littorellion uniflorae,,,,
Juncus_acutiflorus,Juncus,Juncus acutiflorus,0,1,3098,Juncus acutiflorus,Juncaceae,217600,137.1.20,2452,600,2151,ZDSF,3.5,I,2,I,3,I,4.5,I,2,2,II,3,I,,,5,II,1,I,h,w,1,Rh,crs,Bo Ep,Kr Sr,zw,,06-ao_t,6 7 8,3,an,2,,2,e,D3,2.5 5.1 6.3 7.4,5,I,2,,NT,EN,EN,RE,VU,EN,VU,NT,EN,NT,CR,-,NT,NT,-,NT,11.23,NA,,NA,,11.23,Molinietalia caeruleae,,,,
Juncus_anceps,Juncus,Juncus anceps,0,1,3100,Juncus anceps,Juncaceae,-,137.1.23,-,-,-,,4,I,1,II,4,I,4.5,I,2,3,I,3,II,s,,1,II,1,I,h,w,1,Rh,crs,Bo Ep,Kr Sr,zw,,06-ao_t,6 7 8,3,an,2,,2,e,D2,5.1,-,I,2,,,,,,,,,,,,,,,,,,7.231,NA,,NA,,7.231,Caricion davallianae,i k l,,,
Juncus_stygius,Juncus,Juncus stygius,0,1,3124,Juncus stygius,Juncaceae,219700,137.1.27,2448,596,2155,ZDSF,3,I,2,I,4,I,4.5,I,3,1,I,1,I,,,5,I,1,I,h,w,1,Rs,css,Bo,Sr,zw,,07-sept,7 8 9,3,an,-,,2,e,B6b,5.2 9.1,5,I,1,,CR,-,-,-,RE,-,RE,CR,-,CR,-,-,-,-,-,-,7.212,NA,,NA,,7.212,Caricion lasiocarpae,,,,
Leucojum_vernum,Leucojum,Leucojum vernum,0,1,3378,Leucojum vernum,Amaryllidaceae,237100,144.2.2,2911,697,2116,ZDSF,3.5,I,2,I,3,I,3.5,I,2,3,I,4,I,,,3,I,1,I,g,v,1,Zw,crs,My,Bz,zw,,02-avr,2 3 4,3,au me ps,2,,4,mg,D3,2.3 2.7 6.3 9.2,1,I/N,2,<,LC,NT,NT,VU,VU,VU,VU,LC,LC,LC,-,-,NT,NT,VU,-,14.722 14.735,14.722,Fraxinion excelsioris,14.735,Tilio-Acerion,,,,,H,
Listera_cordata,Listera,Listera cordata,0,1,3450,Listera cordata,Orchidaceae,241900,148.7.2,2950,748,2528,ZDSF,2.5,I,2,I,1,I,4,I,2,1,I,1,I,,,5,I,1,I,g,s,1,Rs,crs,Me,Sr,zw,,06-juil,6 7,2,my hm,1,,2,,B3a,7.1 8.2 9.1,1,I,1,*,LC,NT,NT,-,RE,RE,RE,LC,LC,LC,LC,LC,VU,VU,EN,VU,14.312 14.31212 12.312,14.312,Piceion excelsae,14.31212,Sphagno-Piceetum calamagrostietosum villosae,12.312,Rhododendro-Vaccinion,,,,
Listera_ovata,Listera,Listera ovata,0,1,3451,Listera ovata,Orchidaceae,242000,148.7.1,2949,747,2527,ZDSF,3,II,3,I,3,I,3.5,I,3,3,I,3,I,,,3,II,1,I,g,s,1,Rh Wd,crs,Me,Sr,zw,,05-juil,5 6 7,3,au hm ca (me),2,,1,,B6b,6.2 6.3 6.5 9.2,5,I,3,=,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,14.72204 11.233 10.212,14.72204,Ulmo-Fraxinetum listeretosum,11.233,Calthion palustris,10.212,Caricion ferrugineae,,,,
Luzula_alpinopilosa,Luzula,Luzula alpinopilosa,0,1,3513,Luzula alpinopilosa,Juncaceae,246000,137.2.15.1,2459,612,2165,ZDSF,1,I,2,I,4,I,3.5,I,2,2,I,2,I,,,3,II,1,II,h,s,1,Rs,css,My En,Au Sr,zw,,07-ao_t,7 8,2,an,-,,3,e,E3,3.2 3.3 4.2 6.5,2,I,1,=,LC,-,-,-,-,-,-,LC,LC,LC,LC,LC,LC,LC,LC,LC,8.11 3.341,8.11,Salicetalia herbaceae,3.341,Androsacion alpinae,,,,,,
Luzula_luzulina,Luzula,Luzula luzulina,0,1,3529,Luzula luzulina,Juncaceae,246700,137.2.19,2454,601,2168,ZDSF,2.5,I,2,I,1,I,3,I,1,2,I,1,I,,,5,I,1,I,g,t,1,Rs,css,My,Au Sr,zw,,05-juin,5 6,2,an,-,,2,e,E1,8.2 9.1,1,I,1,=,LC,LC,LC,-,EN,EN,EN,LC,LC,LC,LC,LC,LC,LC,LC,LC,14.312 14.312,14.312,Piceion excelsae,14.312,Piceion excelsae,,,,,,
Lycopodiella_inundata,Lycopodiella,Lycopodiella inundata,0,1,3548,Lycopodiella inundata,Lycopodiaceae,249400,1.2.1,9,79,2,ZDSF,3,II,2,I,5,I,4.5,I,3,1,II,1,I,,,5,I,1,I,c,i,1,Rs,css,Me,Kt Sr,mo,,07-oct,7 8 9 10,4,,1,,3,,B3,5.2,5,I,2,,VU,EN,EN,-,EN,CR,EN,VU,EN,VU,CR,EN,EN,EN,-,-,7.211,7.211,Rhynchosporion albae,NA,,,,,,,
Lycopodium_annotinum,Lycopodium,Lycopodium annotinum,0,1,3550,Lycopodium annotinum,Lycopodiaceae,249700,1.3.1,3,-,3,ZDSF,2.5,I,2,I,1,I,3,I,1,1,I,1,I,,m,5,I,1,I,c,i,1,Rs,css,Me,Kt,mo,,07-sept,7 8 9,3,,-,,3,tg h,E1,3.3 7.1 8.2 9.1,1,I,1,=,LC,LC,LC,RE,NT,NT,NT,LC,LC,LC,LC,LC,LC,LC,LC,LC,14.312 13.511 14.31215,14.312,Piceion excelsae,13.511,Pinion mugo,14.31215,Rhododendro ferruginei-Pinetum montanae,,,,
Lycopodium_clavatum,Lycopodium,Lycopodium clavatum,0,1,3553,Lycopodium clavatum,Lycopodiaceae,249950,1.3.2.1,-,-,4,ZDSF,3,II,2,II,3,II,3,I,1,1,I,1,I,,,5,I,1,I,c,i,1,Rs,css,Me,Kt,mo,,07-sept,7 8 9,3,,1,,3,tg,B2,3.3 6.5 7.1 9.1,1,I,2,,NT,EN,EN,RE,EN,EN,EN,NT,VU,NT,VU,NT,NT,NT,NT,NT,10.412 12.21,10.412,Nardion strictae,12.21,Vaccinio-Genistetalia,,,,,,
Lythrum_hyssopifolia,Lythrum,Lythrum hyssopifolia,0,1,3566,Lythrum hyssopifolia,Lythraceae,251900,67.1.3,1258,2093,1085,ZDSF,4.5,I,2,I,4,I,5,I,3,4,II,3,I,s,,3,I,1,I,t,s,1,-,rrs,Hy Ep,Kv,zw,,04-sept,4 5 6 7 8 9,6,,-,,2,,B6a,1.4 2.1 2.2 2.5,7,I/A,3,,CR,RE,RE,-,CR,CR,CR,-,-,-,RE,-,RE,RE,-,-,2.211,NA,,NA,,2.211,Nanocyperion flavescentis,,112,,
Maianthemum_bifolium,Maianthemum,Maianthemum bifolium,0,1,3576,Maianthemum bifolium,Liliaceae,252400,143.25.1,2898,623,2107,ZDSF,3,II,3,I,1,I,3,I,2,2,I,2,I,,m,5,I,1,I,g,s,1,Rs,css,Dy En,Au,zw,,05-juin,5 6,2,au my,-,,3,mg,B4b,6.5 7.1 9.1 9.2,1,I,1,=,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,14.73 14.312 14.4,14.73,Fagetalia sylvaticae,14.312,Piceion excelsae,14.4,Quercetea robori-sessiliflorae,,,,
Melampyrum_cristatum,Melampyrum,Melampyrum cristatum,0,1,3628,Melampyrum cristatum,Scrophulariaceae,256300,114.20.1,1850,2700,1518,ZDSF,4.5,I,4,I,3,I,2,I,2,4,I,2,I,,,3,I,1,I,t.hp,s,1,-,rrs,My,Kv,zw,,05-ao_t,5 6 7 8,4,me,2,,2,tg,B6a,6.7 7.4 9.1 9.3,1,I,1,,NT,NT,NT,VU,EN,EN,EN,VU,VU,RE,VU,-,VU,VU,-,-,11.111 14.811,11.111,Geranion sanguinei,14.811,Quercion pubescenti-sessiliflorae,,,,362,,
Melampyrum_nemorosum,Melampyrum,Melampyrum nemorosum,0,1,3632,Melampyrum nemorosum,Scrophulariaceae,256400,114.20.4,1852,2702,1520,ZDSF,4.5,I,4,I,3,I,3,I,2,2,II,3,I,,,3,II,1,II,t.hp,s,1,-,rrs,My,Kv,zw,,06-sept,6 7 8 9,4,,-,,2,tg,B6,6.7 7.4 9.2 9.3,1,I,1,,EN,EN,EN,-,EN,EN,-,RE,RE,-,-,-,-,-,-,-,11.11,NA,,NA,,11.11,Origanetalia vulgaris,,,,
Melampyrum_pratense,Melampyrum,Melampyrum pratense,0,1,3635,Melampyrum pratense,Scrophulariaceae,256500,114.20.10,1854,2704,1522,ZDSF,3,II,4,II,3,II,2,II,3,2,II,2,I,,m,5,I,1,I,t.hp,s,1,-,rrs,My,Kv,zw,p1,05-sept,5 6 7 8 9,5,au me,1,,2,tg,B4b,6.7 7.1 9.1 9.2,1,I,2,*,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,14.41 14.731 12.31,14.41,Quercetalia robori-sessiliflorae,14.731,Fagion sylvaticae,12.31,Rhododendro-Vaccinietalia,,,A C,
Melampyrum_sylvaticum,Melampyrum,Melampyrum sylvaticum,0,1,3636,Melampyrum sylvaticum,Scrophulariaceae,256600,114.20.9,1853,2705,1521,ZDSF,2.5,I,3,I,2,I,3.5,I,2,1,I,2,I,,,5,I,1,I,t.hp,s,1,-,rrs,My,Kv,zw,p1,06-sept,6 7 8 9,4,au me ve,1,,2,tg,D5,6.7 7.4 9.1,1,I,2,*,LC,LC,LC,DD,NT,NT,NT,LC,LC,LC,LC,LC,LC,LC,LC,LC,14.312 14.413 15.001,14.312,Piceion excelsae,14.413,Luzulo-Fagion,15.001,F_hrenw_lder trockener Standorte,,,A C,
Melampyrum_velebiticum,Melampyrum,Melampyrum velebiticum,0,1,3634,Melampyrum velebiticum,Scrophulariaceae,256700,114.20.5,-,2703,-,ZDSF,4.5,I,2,I,3,I,2,I,2,2,I,3,I,,,3,II,1,I,t.hp,s,1,-,rrs,My,Kv,zw,,06-sept,6 7 8 9,4,,-,,2,tg,E2c,6.7 7.4 9.2 9.3,-,I,2,,,,,,,,,,,,,,,,,,11.11,NA,,NA,,11.11,Origanetalia vulgaris,c k,,,
Moneses_uniflora,Moneses,Moneses uniflora,0,1,3757,Moneses uniflora,Pyrolaceae,263700,58.3.1,805,2260,1211,ZDSF,2.5,I,3,I,1,I,3,I,1,2,I,1,I,,m,5,I,1,I,h.hp,w,1,Rs,sss,Me,Ws,zw,,06-ao_t,6 7 8,3,au me,-,,2,,B3,9.1 9.2,2,I,1,*,LC,VU,VU,VU,EN,EN,EN,LC,LC,LC,LC,LC,NT,NT,NT,NT,14.312,14.312,Piceion excelsae,NA,,,,,,,
Myosotis_nemorosa,Myosotis,Myosotis nemorosa,0,1,3790,Myosotis nemorosa,Boraginaceae,266400,106.16.15,1587,2442,1354,ZDSF,3.5,I,3,I,3,I,4,I,2,3,I,4,I,,,3,II,1,I,h,w,1,Rs,crs,Bo En,Au,ve-di,,05-ao_t,5 6 7 8,4,,3,,3,,D3,4.1 4.2 5.1 6.3,5,I,2,,LC,NT,NT,NT,LC,VU,LC,LC,LC,LC,NT,LC,LC,LC,NT,RE,11.233,NA,,NA,,11.233,Calthion palustris,,,,
Myosotis_scorpioides,Myosotis,Myosotis scorpioides,0,1,3792,Myosotis scorpioides,Boraginaceae,266800,106.16.13,1585,2441,1352,ZDSF,3,I,2,I,3,I,4,I,3,3,II,4,I,,m,5,I,1,I,h,w,1,Rs,crs,Bo,Ao,ve-di,,05-juil,5 6 7,3,my ps hm,3,,3,,B6,1.4 5.1 5.2 6.3,5,I,2,#NAME?,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,DD,LC,14.712 6.112 11.233,14.712,Salicion albae,6.112,Magnocaricion,11.233,Calthion palustris,,,,
Myosotis_sylvatica,Myosotis,Myosotis sylvatica,0,1,3805,Myosotis sylvatica,Boraginaceae,267100,106.16.7,1582,2445,-,ZDSF,3,II,3,I,3,I,3.5,I,3,3,I,3,I,,m,5,II,1,I,k-t,w,1,Rs,crs,En,Sr,zw,,05-juil,5 6 7,3,au my me ps,3,,2,,B6,2.6 6.3 7.2 9.2,1,I,2,=,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,11.411 11.242 14.731,11.411,Epilobion angustifolii,11.242,Triseto-Polygonion bistortae,14.731,Daphno-Fagenion,,,H,
